dataset_id,geometry_id,algorithm_id,bit_rule,contamination_id,seed,point_count,bits_axis,miad,normalized_miad,m1_l1_locality,m1_l1_status,m1_l1_sampled,m1_l1_sampled_status,m1_l2_locality,m1_l2_status,m1_l2_sampled,m1_l2_sampled_status,recall_8_64,recall_8_64_status,recall_8_64_sampled,recall_8_64_sampled_status,kendall_tau_clean,frame_angle_rad,peak_rss_kb,cache_miss_rate,block_read_p95,perf_status,sort_seconds,robust_fallback_used
stanford_armadillo,E4,A3_isotropic_hilbert,C3_frame_core_occupancy,D0,1,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1245812,0.0527158,10.0586234,ok,0.207706,False
stanford_armadillo,E4,A3_isotropic_hilbert,C3_frame_core_occupancy,D0,2,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1253544,0.0531378,10.0586234,ok,0.210772,False
stanford_armadillo,E4,A3_isotropic_hilbert,C3_frame_core_occupancy,D0,3,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1260136,0.0518976,10.0586234,ok,0.209564,False
stanford_armadillo,E4,A3_isotropic_hilbert,C3_frame_core_occupancy,D0,4,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1267116,0.0439159,10.0586234,ok,0.211741,False
stanford_armadillo,E4,A3_isotropic_hilbert,C4_hybrid,D0,0,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1273544,0.0494524,10.0586234,ok,0.212291,False
stanford_armadillo,E4,A3_isotropic_hilbert,C4_hybrid,D0,1,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1280448,0.0455493,10.0586234,ok,0.21183,False
stanford_armadillo,E4,A3_isotropic_hilbert,C4_hybrid,D0,2,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1287332,0.0534812,10.0586234,ok,0.211346,False
stanford_armadillo,E4,A3_isotropic_hilbert,C4_hybrid,D0,3,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1294228,0.0349455,10.0586234,ok,0.211471,False
stanford_armadillo,E4,A3_isotropic_hilbert,C4_hybrid,D0,4,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1301284,0.0446384,10.0586234,ok,0.209926,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C0_uniform,D0,0,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1308448,0.0554789,10.0586234,ok,0.213467,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C0_uniform,D0,1,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1315400,0.0480374,10.0586234,ok,0.214045,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C0_uniform,D0,2,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1322316,0.0433045,10.0586234,ok,0.21477,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C0_uniform,D0,3,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1328932,0.0502197,10.0586234,ok,0.215556,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C0_uniform,D0,4,172974,10 10 10,0.699083685,0.00305538596,424165.287,exact,424165.287,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.782707228,exact,0.782707228,exact,1,,1335700,0.0464549,10.0586234,ok,0.203885,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C1_monotone_half,D0,0,172974,4 10 1,6.29123237,0.0274961975,1613537.22,exact,1613537.22,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.294571005,exact,0.294571005,exact,1,,1342652,0.0479904,67.7532581,ok,0.213453,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C1_monotone_half,D0,1,172974,4 10 1,6.29123237,0.0274961975,1613537.22,exact,1613537.22,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.294571005,exact,0.294571005,exact,1,,1349668,0.049059,67.7532581,ok,0.213931,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C1_monotone_half,D0,2,172974,4 10 1,6.29123237,0.0274961975,1613537.22,exact,1613537.22,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.294571005,exact,0.294571005,exact,1,,1356492,0.041493,67.7532581,ok,0.212965,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C1_monotone_half,D0,3,172974,4 10 1,6.29123237,0.0274961975,1613537.22,exact,1613537.22,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.294571005,exact,0.294571005,exact,1,,1363516,0.0420907,67.7532581,ok,0.213195,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C1_monotone_half,D0,4,172974,4 10 1,6.29123237,0.0274961975,1613537.22,exact,1613537.22,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.294571005,exact,0.294571005,exact,1,,1370272,0.0486177,67.7532581,ok,0.210794,False
stanford_armadillo,E4,A4_compact_hilbert_aabb,C2_occupancy_floor1,D0,0,172974,6 7 6,0.829917141,0.0036272012,3211168.69,exact,3211168.69,exact,6.98291658e-11,exact,6.98291658e-11,exact,0.775141062,exact,0.775141062,exact,1,,1377164,0.0421413,10.3773596,ok,0.207243,False
