dataset_id,dataset_label,geometry_id,algorithm_id,method,bit_rule,bit_allocator,contamination_id,contamination_mode,seed,frame_estimator,miad_off,miad_all,miad_all_minus_off,miad_all_minus_off_percent,normalized_miad_off,normalized_miad_all,normalized_miad_all_minus_off,normalized_miad_all_minus_off_percent
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,3.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C3_frame_core_occupancy,frame_core_occupancy,D0,clean,4.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,0.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,1.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,2.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,3.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A3_isotropic_hilbert,isotropic_hilbert,C4_hybrid,hybrid_occupancy,D0,clean,4.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C0_uniform,uniform,D0,clean,0.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C0_uniform,uniform,D0,clean,1.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C0_uniform,uniform,D0,clean,2.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C0_uniform,uniform,D0,clean,3.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C0_uniform,uniform,D0,clean,4.0,none,0.699083685173,0.522853727662,-0.176229957511,-25.2087069472,0.00305538596285,0.00228516266937,-0.000770223293481,-25.2087069472
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C1_monotone_half,monotone_half,D0,clean,0.0,none,6.29123237307,1.60278139735,-4.68845097572,-74.5235702275,0.0274961975074,0.00700504944808,-0.0204911480593,-74.5235702275
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C1_monotone_half,monotone_half,D0,clean,1.0,none,6.29123237307,1.60278139735,-4.68845097572,-74.5235702275,0.0274961975074,0.00700504944808,-0.0204911480593,-74.5235702275
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C1_monotone_half,monotone_half,D0,clean,2.0,none,6.29123237307,1.60278139735,-4.68845097572,-74.5235702275,0.0274961975074,0.00700504944808,-0.0204911480593,-74.5235702275
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C1_monotone_half,monotone_half,D0,clean,3.0,none,6.29123237307,1.60278139735,-4.68845097572,-74.5235702275,0.0274961975074,0.00700504944808,-0.0204911480593,-74.5235702275
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C1_monotone_half,monotone_half,D0,clean,4.0,none,6.29123237307,1.60278139735,-4.68845097572,-74.5235702275,0.0274961975074,0.00700504944808,-0.0204911480593,-74.5235702275
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C2_occupancy_floor1,occupancy_floor1,D0,clean,0.0,none,0.829917140644,0.524451549518,-0.305465591126,-36.806757707,0.00362720120013,0.00229214604285,-0.00133505515728,-36.806757707
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C2_occupancy_floor1,occupancy_floor1,D0,clean,1.0,none,0.829917140644,0.524451549518,-0.305465591126,-36.806757707,0.00362720120013,0.00229214604285,-0.00133505515728,-36.806757707
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C2_occupancy_floor1,occupancy_floor1,D0,clean,2.0,none,0.829917140644,0.524451549518,-0.305465591126,-36.806757707,0.00362720120013,0.00229214604285,-0.00133505515728,-36.806757707
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C2_occupancy_floor1,occupancy_floor1,D0,clean,3.0,none,0.829917140644,0.524451549518,-0.305465591126,-36.806757707,0.00362720120013,0.00229214604285,-0.00133505515728,-36.806757707
stanford_armadillo,Stanford Armadillo,E4,A4_compact_hilbert_aabb,compact_hilbert_aabb,C2_occupancy_floor1,occupancy_floor1,D0,clean,4.0,none,0.829917140644,0.524451549518,-0.305465591126,-36.806757707,0.00362720120013,0.00229214604285,-0.00133505515728,-36.806757707
stanford_armadillo,Stanford Armadillo,E4,A5_pca_compact_hilbert,pca_compact_hilbert,C0_uniform,uniform,D0,clean,0.0,sample_covariance,0.733285067616,0.531333996998,-0.201951070618,-27.5405949932,0.00320486509681,0.00232222618042,-0.000882638916392,-27.5405949932
